회사이름,회사코드,주식가격,가격변동,시가총액,per,업종1,업종2,신용도1,신용도2,신용도3,매출2016,매출2017,매출2018,매출2019,매출2020,4년전대비,3년전대비,2년전대비,1년전대비,자산2016,자산2017,자산2018,자산2019,자산2020,부채2016,부채2017,부채2018,부채2019,부채2020,자본2016,자본2017,자본2018,자본2019,자본2020,유보율16,유보율17,유보율18,유보율19,유보율20,매출-4,매출-3,매출-2,매출-1,매출-0,4분기전대비,3분기전대비,2분기전대비,1분기전대비,자산-4,자산-3,자산-2,자산-1,자산-0,부채-4,부채-3,부채-2,부채-1,부채-0,유보-4,유보-3,유보-2,유보-1,유보-0
텔콘RF제약,200230,2825,-35,2472.0,,KOSDAQ  코스닥 IT H/W,FICS  통신장비,A,A,,298.0,411.0,577.0,525.0,331.0,1.110738255033557,0.805352798053528,0.5736568457538995,0.6304761904761905,1184,2096,1818,1295,1851,361,751,263,164,936,824,1345,1555,1131,915,1016.74,1381.07,1770.88,1211.66,943.77,79,109,99,89,85,1.0759493670886076,0.7798165137614679,0.8585858585858586,0.9550561797752809,1466,1851,1908,1974,1846,250,936,955,968,970,1310.01,943.77,987.98,1048.61,899.92
디지탈옵틱,106520,3405,40,759.0,,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,,,D,637.0,603.0,644.0,753.0,331.0,0.5196232339089482,0.548922056384743,0.5139751552795031,0.4395750332005312,1241,1182,1089,1042,572,561,576,731,571,456,680,605,358,471,116,480.87,231.07,39.78,0.53,,87,80,200,59,31,0.3563218390804598,0.3875,0.155,0.5254237288135594,821,572,1056,642,589,579,456,877,516,495,,,,18.13,
엠투아이,347890,9110,180,1530.0,14.46,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,A,A,,172.0,234.0,224.0,247.0,332.0,1.930232558139535,1.4188034188034189,1.4821428571428572,1.3441295546558705,317,371,402,430,663,41,44,42,58,68,276,326,360,372,595,4508.01,5338.01,5902.79,4858.41,6989.46, ,0, , , ,,,,, ,663, , , , ,68, , , , ,6989.46, , , 
엔지스테크널러지,208860,2205,0,252.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  반도체 및 관련장비,,,BB ,37.0,34.0,42.0,63.0,333.0,9.0,9.794117647058824,7.928571428571429,5.285714285714286,123,111,310,862,901,29,17,204,602,572,94,94,106,259,329,498.17,499.18,125.94,90.96,128.29,55,95,131,128,88,1.6,0.9263157894736842,0.6717557251908397,0.6875,1010,901,954,878,897,746,572,567,501,513,53.4,128.29,166.25,124.66,124.48
엔에프씨,265740,13200,-300,1179.0,126.16,KOSDAQ  코스닥 제조,FICS  개인생활용품,,,,172.0,196.0,240.0,329.0,333.0,1.936046511627907,1.6989795918367347,1.3875,1.012158054711246,197,243,407,533,771,129,142,279,332,267,69,102,128,201,504,13618.71,20210.06,25421.4,2936.15,5545.82,72,91,102,105,110,1.5277777777777777,1.2087912087912087,1.0784313725490196,1.0476190476190477, ,771,770,780,764, ,267,273,260,218, ,5545.82,5465.24,5718.18,6012.64
에스앤더블류,103230,2505,0,180.0,28.92,KOSDAQ  코스닥 제조,FICS  조선,,,BBB,422.0,327.0,302.0,360.0,335.0,0.7938388625592417,1.0244648318042813,1.109271523178808,0.9305555555555556,702,641,579,556,531,140,117,156,166,133,563,524,422,390,398,1462.63,1356.69,1072.86,981.96,1004.49, ,0, , , ,,,,, ,531, , , , ,133, , , , ,1004.49, , , 
대유,290380,6650,-70,963.0,18.14,KOSDAQ  코스닥 제조,FICS  화학,BB ,BB ,,263.0,274.0,287.0,297.0,336.0,1.2775665399239544,1.2262773722627738,1.170731707317073,1.1313131313131313,355,364,679,724,944,107,70,71,91,284,249,293,609,633,659,728.54,878.21,1244.85,1298.34,1356.36, ,0, , , ,,,,, ,944, , , , ,284, , , , ,1356.36, , , 
신풍제지,2870,2205,5,771.0,2.34,KSE  코스피 종이목재,FICS  종이 및 목재,BBB,BBB,,1286.0,1443.0,1541.0,1569.0,338.0,0.26283048211508553,0.23423423423423423,0.21933809214795588,0.2154238368387508,1468,1535,1673,1856,1078,1054,1094,1151,1167,73,413,441,522,689,1004,183.6,200.23,247.1,342.99,523.47,54,69,88,68,42,0.7777777777777778,0.6086956521739131,0.4772727272727273,0.6176470588235294,1514,1078,1055,1038,1005,909,73,57,28,26,295.12,523.47,519.85,524.57,506.8
한국주강,25890,5500,-90,622.0,,KSE  코스피 기계,FICS  금속 및 광물,D,D,,265.0,299.0,391.0,363.0,339.0,1.2792452830188679,1.1337792642140467,0.8670076726342711,0.9338842975206612,648,849,603,485,465,21,286,152,163,164,627,563,452,322,300,1025.12,912.77,715.01,485.98,447.1, ,0, , , ,,,,, ,465, , , , ,164, , , , ,447.1, , , 
알에프세미,96610,4850,80,508.0,,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,642.0,622.0,519.0,424.0,339.0,0.5280373831775701,0.545016077170418,0.653179190751445,0.7995283018867925,901,936,1050,1025,877,361,416,523,527,505,540,520,527,499,373,1230.77,1180.53,1223.09,1152.67,706.54,89,97,104,106,72,0.8089887640449438,0.7422680412371134,0.6923076923076923,0.6792452830188679,993,877,874,942,899,538,505,512,542,533,943.74,706.54,683.13,699.96,635.25
플레이그램,9810,2135,85,1915.0,26.95,KSE  코스피 유통업,FICS  미디어,,,B- ,125.0,281.0,65.0,88.0,341.0,2.728,1.2135231316725978,5.246153846153846,3.875,740,633,452,427,690,165,153,26,14,69,575,480,426,413,621,73.44,41.87,5.09,,683.03,80,91,92,102,105,1.3125,1.1538461538461537,1.141304347826087,1.0294117647058822,566,690,685,687,699,80,69,65,67,72,16.39,683.03,680.64,681.8,678.24
큐로홀딩스,51780,505,-12,628.0,,KOSDAQ  코스닥 유통,FICS  식료품,A2 ,A2 ,A2 ,146.0,154.0,252.0,258.0,341.0,2.335616438356164,2.2142857142857144,1.3531746031746033,1.321705426356589,913,549,516,492,602,199,253,289,240,233,714,295,227,252,370,95.12,0.51,,,,153,54,161,159,144,0.9411764705882353,2.6666666666666665,0.8944099378881988,0.9056603773584906,617,602,602,661,695,342,233,220,324,335,,,,,
씨엔알리서치,359090,2100,20,1102.0,39.94,KOSDAQ  코스닥 기타서비스,FICS  제약,A,A,C-,233.0,255.0,246.0,272.0,341.0,1.463519313304721,1.3372549019607842,1.386178861788618,1.2536764705882353,203,285,350,393,439,217,291,303,424,441,-14,-7,48,-31,-1,,,470.54,,,0, , , ,0,,,,,393, , , ,439,424, , , ,441,, , , ,
제노코,361390,31150,-2300,2337.0,97.46,KOSDAQ  코스닥 IT H/W,FICS  통신장비,A,A,C-,247.0,281.0,349.0,329.0,341.0,1.3805668016194332,1.2135231316725978,0.9770773638968482,1.0364741641337385,132,160,213,210,287,64,84,138,193,205,68,76,75,18,82,577.74,659.08,650.95,140.46,719.38, ,0, , , ,,,,, ,287, , , , ,205, , , , ,719.38, , , 
조광ILI,44060,8300,60,1150.0,,KOSDAQ  코스닥 제조,FICS  기계,,,B,245.0,204.0,246.0,245.0,345.0,1.4081632653061225,1.6911764705882353,1.4024390243902438,1.4081632653061225,618,591,638,934,1131,133,79,95,367,383,486,513,543,567,748,882.76,937.12,997.91,1047.79,1094.73,90,86,86,68,66,0.7333333333333333,0.7674418604651163,0.7674418604651163,0.9705882352941176,1124,1131,1392,1306,1264,534,383,568,426,410,1118.44,1094.73,1172.7,1188.27,1179.65
러셀,217500,4245,-5,1350.0,71.02,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,A,A,,211.0,361.0,313.0,410.0,345.0,1.6350710900473933,0.9556786703601108,1.1022364217252396,0.8414634146341463,162,285,422,453,535,36,95,94,50,123,126,189,328,402,412,1432.45,794.17,1004.99,1201.24,1243.65,91,76,215,98,149,1.6373626373626373,1.9605263157894737,0.6930232558139535,1.5204081632653061,582,535,549,668,709,143,123,115,222,250,1297.05,1243.65,1298.91,1313.61,1359.94
티라유텍,322180,12300,-250,672.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A,A,,,220.0,228.0,285.0,346.0,,1.5727272727272728,1.5175438596491229,1.2140350877192982, ,156,206,348,331, ,107,135,64,71, ,48,71,284,260, ,1514.59,2274.34,5319.72,5129.43, ,0, , , ,,,,, ,331, , , , ,71, , , , ,5129.43, , , 
인바이오,352940,7760,100,843.0,,KOSDAQ  코스닥 제조,FICS  화학,A,A,,288.0,304.0,303.0,337.0,346.0,1.2013888888888888,1.138157894736842,1.141914191419142,1.0267062314540059,455,460,565,621,715,256,275,594,339,345,199,185,-29,283,370,568.3,521.64,,632.59,632.89, ,0, , , ,,,,, ,715, , , , ,345, , , , ,632.89, , , 
에이루트,96690,730,29,1099.0,,KOSDAQ  코스닥 IT H/W,FICS  컴퓨터 및 주변기기,B- ,B- ,,340.0,367.0,222.0,313.0,347.0,1.0205882352941176,0.9455040871934605,1.563063063063063,1.1086261980830672,1304,1164,864,1903,1335,583,471,183,1008,397,722,694,682,896,938,281.42,239.84,221.31,172.66,1601.94,81,80,80,126,112,1.382716049382716,1.4,1.4,0.8888888888888888,1276,1335,1337,1455,1843,398,397,460,711,434,1981.15,1601.94,1532.23,1167.79,96.72
셀바스AI,108860,10750,150,2371.0,58.1,KOSDAQ  코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,A,A,B--,354.0,469.0,356.0,354.0,348.0,0.9830508474576272,0.7420042643923241,0.9775280898876404,0.9830508474576272,1006,1069,992,941,915,438,522,548,503,421,569,547,444,438,495,331.22,314.36,196.46,176.09,225.51,99,96,87,110,124,1.2525252525252526,1.2916666666666667,1.4252873563218391,1.1272727272727272,924,915,910,920,987,443,421,429,423,465,213.42,225.51,223.29,234.37,248.42
넥스트아이,137940,1275,45,999.0,2.29,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,,,A- ,393.0,595.0,872.0,561.0,348.0,0.8854961832061069,0.584873949579832,0.39908256880733944,0.6203208556149733,989,1390,1776,1746,1661,335,637,588,627,455,654,753,1188,1119,1206,910.62,883.97,972.1,927.04,1413.82,79,-1,57,78,86,1.0886075949367089,-86.0,1.5087719298245614,1.1025641025641026,1461,1661,1593,1530,1568,393,455,415,356,371,896.98,1413.82,1374.48,1370.73,1395.1
영화테크,265560,17350,100,1855.0,432.56,KOSDAQ  코스닥 제조,FICS  자동차부품,,,,614.0,592.0,535.0,446.0,350.0,0.5700325732899023,0.5912162162162162,0.6542056074766355,0.7847533632286996,496,614,589,559,618,185,146,114,106,118,311,468,475,453,500,2001.55,1650.88,1775.95,1705.22,1771.7,89,109,81,111,96,1.0786516853932584,0.8807339449541285,1.1851851851851851,0.8648648648648649,590,618,630,629,628,104,118,132,125,118,1717.02,1771.7,1766.59,842.37,853.47
이원컴포텍,88290,7820,-200,1770.0,,KOSDAQ  코스닥 제조,FICS  자동차부품,A,A,,373.0,362.0,440.0,479.0,350.0,0.938337801608579,0.9668508287292817,0.7954545454545454,0.7306889352818372,279,357,328,379,359,182,263,242,182,253,97,94,85,197,107,55.24,32.29,19.75,130.96,14.56,71,88,84,92,89,1.2535211267605635,1.0113636363636365,1.0595238095238095,0.967391304347826,442,359,749,685,694,280,253,325,264,262,91.06,14.56,275.29,271.39,282.13
엠투엔,33310,10350,-200,4175.0,,KOSDAQ  코스닥 제조,FICS  용기 및 포장,D,D,,497.0,512.0,533.0,465.0,351.0,0.7062374245472837,0.685546875,0.6585365853658537,0.7548387096774194,856,891,969,991,1204,361,358,418,387,555,495,534,551,604,649,407.07,441.2,468.83,508.51,519.51,95,95,114,103,115,1.2105263157894737,1.2105263157894737,1.0087719298245614,1.116504854368932,1265,1204,1176,1406,2419,470,555,532,654,640,627.13,519.51,514.01,527.45,801.22
케이사인,192250,2420,20,1710.0,39.47,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A+ ,A+ ,C,321.0,265.0,237.0,260.0,353.0,1.0996884735202492,1.3320754716981131,1.489451476793249,1.3576923076923078,776,732,704,669,760,245,248,184,107,118,531,484,520,562,642,744,643.97,672.84,741.45,794.28,100,114,74,86,80,0.8,0.7017543859649122,1.0810810810810811,0.9302325581395349,681,760,768,823,825,92,118,106,144,128,792.69,794.28,820.82,840.45,862.12
삼영이엔씨,65570,7780,250,840.0,,KOSDAQ  코스닥 IT H/W,FICS  조선,BB-,BB-,,358.0,380.0,353.0,370.0,353.0,0.9860335195530726,0.9289473684210526,1.0,0.9540540540540541,931,924,938,862,1001,89,74,107,110,256,842,851,832,752,745,1812.54,1833.03,1790.51,1608.72,1592.52, ,0, , , ,,,,, ,1001, , , , ,256, , , , ,1592.52, , , 
티비씨,33830,1365,-20,1365.0,36.23,KOSDAQ  코스닥 통신방송서비스,FICS  미디어,,,,388.0,422.0,406.0,493.0,353.0,0.9097938144329897,0.8364928909952607,0.8694581280788177,0.716024340770791,1105,1144,1168,1217,1196,86,100,102,111,63,1019,1043,1066,1107,1133,111.42,116.26,120.77,128.96,134.27,68,120,74,101,94,1.3823529411764706,0.7833333333333333,1.2702702702702702,0.9306930693069307,1170,1196,1195,1212,1237,69,63,65,67,72,127.92,134.27,133.63,136.62,140.56
넥스트사이언스,3580,21250,500,8939.0,,KSE,FICS  도소매,B+ ,B+ ,B+ ,183.0,157.0,132.0,300.0,354.0,1.9344262295081966,2.254777070063694,2.6818181818181817,1.18,578,749,1600,1294,1308,135,121,876,483,571,443,628,724,811,736,593.56,555.58,511.35,432.43,302.76,90,95,108,123,115,1.2777777777777777,1.2105263157894737,1.0648148148148149,0.9349593495934959,1689,1308,1314,1313,1661,652,571,567,279,541,481.97,302.76,301.44,374.31,399.95
동신건설,25950,33050,800,2776.0,,KOSDAQ  코스닥 건설,FICS  건설,A- ,A- ,A- ,651.0,526.0,271.0,240.0,355.0,0.5453149001536098,0.6749049429657795,1.3099630996309963,1.4791666666666667,979,1005,988,1020,1114,206,134,115,148,261,773,871,873,873,853,1740.07,1974.66,1978.11,1977.53,1931.48, ,0, , , ,,,,, ,1114, , , , ,261, , , , ,1931.48, , , 
한창,5110,1015,10,678.0,,KSE  코스피 유통업,FICS  상업서비스,,,B- ,505.0,1120.0,982.0,601.0,358.0,0.7089108910891089,0.3196428571428571,0.3645621181262729,0.5956738768718802,823,1039,1062,918,1178,436,629,736,651,801,387,410,326,267,377,136.27,132.01,87.67,57.96,12.14,124,136,245,141,78,0.6290322580645161,0.5735294117647058,0.3183673469387755,0.5531914893617021,1383,1178,1313,1276,1251,876,801,865,865,878,44.27,12.14,22.9,16.19,7.87
샘씨엔에스,252990,6350,-210,3185.0,42.09,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,115.0,215.0,251.0,210.0,359.0,3.121739130434783,1.669767441860465,1.4302788844621515,1.7095238095238094,489,480,403,421,467,275,276,225,237,223,213,204,178,183,245,7.41,3.87,,,24.85, ,0, , , ,,,,, ,467, , , , ,223, , , , ,24.85, , , 
아즈텍WB,32080,3325,20,715.0,19.63,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,BB ,BB ,,526.0,344.0,470.0,446.0,360.0,0.6844106463878327,1.0465116279069768,0.7659574468085106,0.8071748878923767,930,1016,1059,1179,1255,57,139,153,229,269,873,877,907,950,986,774.59,738.58,776.19,792.81,826.66, ,0, , , ,,,,, ,1255, , , , ,269, , , , ,826.66, , , 
본느,226340,2120,10,651.0,,KOSDAQ  코스닥 제조,FICS  개인생활용품,A,A,C,165.0,236.0,292.0,470.0,360.0,2.1818181818181817,1.5254237288135593,1.2328767123287672,0.7659574468085106,99,133,343,411,545,66,40,95,71,224,33,92,248,340,321,162.19,470.16,752.43,1006.07,959.45,109,87,142,123,149,1.3669724770642202,1.7126436781609196,1.0492957746478873,1.2113821138211383,593,545,778,775,908,256,224,403,507,640,1005.68,959.45,1001.52,675.81,663.43
휴온스블러썸,263920,4555,0,2234.0,,KOSDAQ  코스닥 제조,FICS  개인생활용품,,,A- ,272.0,271.0,234.0,250.0,362.0,1.3308823529411764,1.3357933579335792,1.547008547008547,1.448,156,273,328,884,530,49,53,109,259,218,107,220,219,624,311,1108.75,457.86,457.17,1221.24,353.85,172,103,52,43,37,0.21511627906976744,0.3592233009708738,0.7115384615384616,0.8604651162790697,629,530,700,469,470,212,218,638,26,27,507.03,353.85,13.11,80.36,80.6
에스에이티이엔지,351320,5140,40,1046.0,37.2,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,,243.0,255.0,395.0,375.0,362.0,1.4897119341563787,1.419607843137255,0.9164556962025316,0.9653333333333334,338,400,457,386,555,225,272,343,267,408,113,128,114,119,147,599.34,692.3,591.11,601.15,749.83, , ,0, ,0,,,,, , ,555, , , , ,408, , , , ,749.83, , 
엘컴텍,37950,1280,-5,1081.0,,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,,,D,656.0,503.0,402.0,462.0,362.0,0.551829268292683,0.7196819085487077,0.900497512437811,0.7835497835497836,901,914,832,835,648,125,136,69,101,101,776,778,764,734,547,77.97,80.38,79.03,75.73,42.29,103,93,92,108,124,1.203883495145631,1.3333333333333333,1.3478260869565217,1.1481481481481481,703,648,655,666,658,112,101,103,113,89,52.37,42.29,43.77,44.33,48.35
중앙백신,72020,15250,100,1519.0,48.01,KOSDAQ  코스닥 제조,FICS  제약,B+ ,B+ ,,379.0,319.0,332.0,329.0,363.0,0.9577836411609498,1.1379310344827587,1.0933734939759037,1.1033434650455927,735,816,967,966,1050,132,169,117,102,174,604,647,850,864,876,1549.32,1667.12,1607.49,1634.86,1686.43,79,0, , ,96,1.2151898734177216,,,, ,1050, , ,1129, ,174, , ,208, ,1686.43, , ,1778.15
엔시스,333620,18500,-200,1953.0,44.26,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,,,209.0,278.0,319.0,364.0,,1.7416267942583732,1.3093525179856116,1.141065830721003, ,98,172,213,278, ,74,145,166,130, ,24,28,47,149, ,4680.13,5402.55,9226.51,1606.7,70,76,74,74,118,1.6857142857142857,1.5526315789473684,1.5945945945945945,1.5945945945945945,251,278,588,546,643,108,130,134,64,125,1569.47,1606.7,4271.17,4468.33,4801.97
파수,150900,12550,-200,1457.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A,A,,214.0,293.0,322.0,354.0,364.0,1.7009345794392523,1.242320819112628,1.1304347826086956,1.0282485875706215,383,416,460,473,464,249,273,245,308,259,134,143,214,165,205,267.38,289.41,372.16,265.98,287.29,60,185,63,78,89,1.4833333333333334,0.4810810810810811,1.4126984126984128,1.141025641025641,400,464,419,391,374,273,259,231,221,198,160.34,287.29,256.23,226.48,237.12
텔코웨어,78000,11100,-50,1077.0,57.68,KSE  코스피 서비스업,FICS  일반 소프트웨어,A,A,,409.0,414.0,421.0,418.0,364.0,0.8899755501222494,0.8792270531400966,0.8646080760095012,0.8708133971291866,1160,1192,1258,1274,1231,107,113,151,163,131,1053,1078,1107,1111,1100,2665.54,2716.58,2774.06,2781.36,2759.78,88,154,47,58,76,0.8636363636363636,0.4935064935064935,1.6170212765957446,1.3103448275862069,1156,1231,1143,1116,1122,74,131,92,72,66,2724.03,2759.78,2662.26,2649.06,2671.8
유테크,178780,1730,0,602.0,,KOSDAQ  코스닥 유통,FICS  디스플레이 및 관련부품,A,A,,284.0,320.0,526.0,333.0,365.0,1.2852112676056338,1.140625,0.6939163498098859,1.0960960960960962,643,825,559,420,381,382,657,453,198,88,260,168,105,221,293,412.4,154.64,70.77,79.86,69.66,81,74,57,33,51,0.6296296296296297,0.6891891891891891,0.8947368421052632,1.5454545454545454,423,381,338,293,271,119,88,51,66,53,91.33,69.66,64.91,30.65,24.89
세화피앤씨,252500,1520,0,631.0,14.73,KOSDAQ  코스닥 제조,FICS  개인생활용품,A,A,,292.0,329.0,277.0,292.0,366.0,1.2534246575342465,1.1124620060790273,1.3212996389891696,1.2534246575342465,258,283,310,295,338,116,47,51,34,37,143,237,259,261,300,653.46,1224.59,1222.53,1231.94,1424.39, ,0, , , ,,,,, ,338, , , , ,37, , , , ,1424.39, , , 
티엘아이,62860,6490,100,641.0,,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,C-,774.0,672.0,485.0,420.0,367.0,0.47416020671834624,0.5461309523809523,0.756701030927835,0.8738095238095238,1196,1036,781,818,732,114,102,93,50,74,1082,934,688,768,658,2114.31,1959.63,1485.7,1631.13,1454.15,101,99,91,82,70,0.693069306930693,0.7070707070707071,0.7692307692307693,0.8536585365853658,722,732,756,719,706,82,74,62,55,69,1416.88,1454.15,1525.15,1475.04,1431.32
큐브엔터,182360,24600,2050,3396.0,,KOSDAQ  코스닥 오락 문화,FICS  미디어,A,A,B,195.0,244.0,345.0,298.0,369.0,1.8923076923076922,1.5122950819672132,1.0695652173913044,1.238255033557047,215,221,288,320,588,42,63,121,144,216,172,158,167,176,372,548.12,494.12,529.38,562.9,961.42,90,155,163,181,186,2.066666666666667,1.2,1.1411042944785277,1.0276243093922652,568,588,599,614,676,199,216,208,219,233,926.79,961.42,997.83,1017.47,526.1
코이즈,121850,7350,-650,1221.0,,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,,314.0,264.0,191.0,355.0,370.0,1.178343949044586,1.4015151515151516,1.9371727748691099,1.0422535211267605,549,457,464,411,405,251,231,309,229,248,298,225,155,182,156,539.66,365.52,232.09,162.24,128.41,114,85,51,38,39,0.34210526315789475,0.4588235294117647,0.7647058823529411,1.0263157894736843,394,405,374,300,280,214,248,228,226,226,158.49,128.41,100.6,21.64,
씨큐브,101240,6870,50,696.0,19.09,KOSDAQ  코스닥 제조,FICS  화학,A,A,,379.0,402.0,414.0,447.0,370.0,0.9762532981530343,0.9203980099502488,0.893719806763285,0.8277404921700223,607,655,728,822,851,179,184,226,281,280,428,470,502,541,571,1208.46,1245.81,1340.4,1134.23,1193.14, ,0, , , ,,,,, ,851, , , , ,280, , , , ,1193.14, , , 
일승,333430,2805,-5,862.0,21.64,KOSDAQ  코스닥 제조,FICS  조선,A,A,,,,94.0,228.0,371.0,,,3.9468085106382977,1.6271929824561404, , ,260,285,274, , ,156,155,107, , ,104,130,167, , ,6521.36,329.62,449.13, ,0, , , ,,,,, ,274, , , , ,107, , , , ,449.13, , , 
진양폴리,10640,6500,270,650.0,40.31,KSE  코스피 화학,FICS  화학,A3+,A3+,A3+,173.0,236.0,301.0,351.0,371.0,2.1445086705202314,1.5720338983050848,1.2325581395348837,1.056980056980057,348,353,350,434,448,172,171,160,168,179,176,182,190,266,269,252.88,263.93,280.54,431.68,438.29,98,92,110,119,147,1.5,1.5978260869565217,1.3363636363636364,1.2352941176470589,443,448,456,450,455,174,179,194,184,175,437.93,438.29,422.74,432.59,459.03
